"Timestamp","Curso","Opinión General Sobre el Curso","¿Aprobó la Cursada?","¿Cómo te Resultaron los Temas de la Materia?","¿Los Temas de la Materia Están Actualizados?","Nivel de las Clases Teóricas del Curso","Nivel de las Clases Prácticas del Curso","Dificultad del Curso","Dificultad del TP","Comentarios Sobre el Curso"
"2017/07/04 10:37:34 AM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","No","Interesantes","Sí","Excelentes","Buenas","Dificil","Muy dificil",""
"2017/07/04 10:45:34 AM GMT-3","Técnicas de Diseño - Pantaleo","Regular","Sí","Muy Interesantes","Sí","Regulares","Regulares","Facil","No hay TP",""
"2017/07/04 10:46:17 AM GMT-3","Taller de Programación 2 - Veiga","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2017/07/04 10:54:45 AM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","No","Muy Interesantes","No","Excelentes","Muy Buenas","Normal","Dificil",""
"2017/07/04 11:39:27 AM GMT-3","Análisis de la Información - Villagra","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Dificil",""
"2017/07/04 11:42:39 AM GMT-3","Técnicas de Diseño - Pantaleo","Malo","No","Poco Interesantes","No","Malas","Excelentes","Normal","Normal",""
"2017/07/04 11:59:14 AM GMT-3","Algoritmos y Programación 3 - Fontela","Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil","Muy desorganizado el curso. Tardaron mas de un mes en corregir mi tp y fui a rendir el recuperatorio sin haber visto la correccion del parcial"
"2017/07/04 12:00:51 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Bueno","No","Interesantes","Sí","Buenas","Buenas","Muy Dificil","Muy dificil","El docente a cargo, Martín Cardozo, es un profesor que sabe de lo que habla. Tiene un nivel de maestría impresionante sobre su materia. Las bajas calificaciones sobre su curso se dan porque habla mucho sobre cosas no pertenecientes a su materia durante la cursada, y recupera el tiempo perdido después de clase. Sin embargo, pone mucho esfuerzo en sus clases y corrige voluntariamente ejercicios entregados por los alumnos. Además, responde mails regularmente aclarando dudas de una manera muy efectiva. Lamentablemente, nada de esto quita que su nivel de exigencia no concuerda con su nivel de explicación en clase."
"2017/07/04 12:04:22 PM GMT-3","Análisis Numérico - Schwarz","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2017/07/04 12:12:20 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/07/04 12:27:14 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","No","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
"2017/07/04 12:29:55 PM GMT-3","Algoritmos y Programación 3 - Fontela","Malo","Sí","Interesantes","Sí","Regulares","Regulares","Normal","Normal","Carlos es un gran profesor y se nota que sabe mucho, pero a veces la clase pareciera quedarse estancada en discusiones sobre temas bastante simples. Mas allá de eso, el problema está con los ayudantes, quienes pareciera no se toman en serio a los alumnos.
 Después de rendir el parcial, mucha gente se vió forzada a rendir recuperatorio sin poder ver las correcciones de sus parciales, simplemente se les había entregado la nota pero no las correcciones, por lo que muchos recuperaron y cometieron los mismos errores que en el parcial, sin saberlo. Por otro lado, las correcciones de los TPs fueron desastrozas, la gran mayoría de nosotros no recibió la corrección hasta cerca de 2 meses después cuándo ya trabajaban en el siguiente TP, debiendo hacer ambos en paralelo para la recta final de la cursada. "
"2017/07/04 12:31:17 PM GMT-3","Análisis Numérico - Griggio","Bueno","Sí","Interesantes","Sí","Regulares","Muy Buenas","Normal","Fácil","Toman lo que enseñan."
"2017/07/04 12:36:38 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Normal","El curso es una excelente presentación a la programación para aquellos que arrancan desde cero y un gran complemento para los que ya saben programar. Los TPs fueron muy adecuados y me enseñaron a bajar ideas a código, brindando un espacio para asentar la teoria y con mucha participacion de los ayudantes en caso de haber dudas. 
Lo que más se destaaca de este curso es la buena predisposición de los ayudantes para que se entiendan bien los temas y para ayudar con lo que fuera necesario en la cursada. "
"2017/07/04 12:41:23 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Muy Dificil","Dificil","En el momento se sufre mucho por la cantidad de entregas que demanda el curso, sin embargo, esto te fuerza a aprender los temas si o si para mantenerse al dia.
Un curso super dificil, con temas muy abstractos (y una gran cantidad de los mismos) pero con mucho apoyo por parte de la cátedra para poder enteneder y aplicar los mismos.1"
"2017/07/04 1:29:20 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Bueno","No","Muy Interesantes","Sí","Muy Buenas","Buenas","Muy Dificil","Dificil","Es un excelente profesor Cardozo, lo unico negativo es que para la gente que no tiene cierto conocimiento previo sobre algunos temas se hace dificil seguirlo y entenderlo del todo. "
"2017/07/04 2:34:12 PM GMT-3","Análisis de la Información - Villagra","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Normal","Excelente curso! Destacado que se preocupen en que los alumnos obtengan los contenidos necesarios para formarse como profesionales. También la metodología de ""aula invertida"" y mucha práctica y actividades en grupo. Los profesores súper accesibles y con ganas de enseñar, la dificultad del curso radica en el amplio contenido, y no se enfocan en cosas inútiles o tecnicismos. "
"2017/07/04 2:51:49 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Buenas","Excelentes","Dificil","Dificil","Excelente curso y es el mejor por muy lejos. Lo recomiendo 100%"
"2017/07/04 3:34:50 PM GMT-3","Implantación de Sistemas - Bettini","Malo","Sí","Poco Interesantes","No","Regulares","Regulares","Normal","Fácil","- El contenido de la materia es escaso, estimativamente se dictó toda la teoría en unas 8 ó 9 clases (y lo mismo con las prácticas). Considerando que el cuatrimestre permitía dar unas 30 clases, y que varias clases fueron repetición de contenidos ya dados, considero que se podría dar todo el programa en menos de mitad de cuatrimestre. Sería interesante considerar si estos contenidos podrían ser una parte de una materia de Gestión o un seminario.
- El contenido de la materia no parece estar actualizado. Por ejemplo, no hay ninguna mención a Continuous Delivery ni a Cloud Computing, ni sobre cómo organizaciones ágiles o extranjeras llevan a cabo una implantación. Todo parece girar en torno a implantaciones tipo ERPs, SAP, enlatados, y entornos de grandes empresas argentinas.
- La materia no cuenta con bibliografía. Es decir, no hay libros a los cuales consultar sobre los temas de la materia.
- La cátedra dispone de 3 ayudantes. 1 de ellos sólo fue a 1 clase. Entre los otros dos se repartieron el resto.
- La profesora titular de la cátedra se fue de licencia durante 1 mes en medio de la cursada. En ese lapso las teóricas fueron cubiertas por uno de los ayudantes, y todas las dudas sobre el TP no se pudieron consultar con la titular.
- Si bien en lo personal no tuve inconvenientes con la corrección de mi examen, claramente lo que se evalúa en el parcial es la afinidad con las ideas de los docentes, no el nivel de conocimiento sobre el temario. Es decir, la forma de aprobar el parcial es estudiar unos (muy pocos) conceptos pero fundamentalmente aprender cuál es la forma de pensar de los docentes para la resolución de los ejercicios e interpretación de enunciados.
- La consigna y enunciado del TP era muy ambiguo, abierto, y poco claro. Pareció ser un trabajo de investigación general sobre un tema cualquiera, ya que no dió muchas posibilidades a ejercitar conceptos de la materia.
- Si bien al momento de inscribirse el curso figura con un horario de 19 a 23hs, en la práctica se dictaba de 19 a 21hs (o 19.30 a 21 / 21.30hs)
- Creo que lo más valorable de la materia es que los docentes te instan a pensar más allá del enunciado de un ejercicio y a considerar escenarios que no están explícitamente dentro del problema que se está resolviendo. Aunque a veces esto juega en contra, especialmente al momento de ser evaluado, ya que uno depende de que lo que se le ocurra sea más o menos compatible con lo que se le ocurra al docente que le tocó evaluar."
"2017/07/04 3:43:59 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil","Muy buen nivel del curso. Excelente predisposición de los profesores."
"2017/07/04 3:50:15 PM GMT-3","Sistemas Operativos - Mendez","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2017/07/04 3:51:32 PM GMT-3","Análisis de la Información - Villagra","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/07/04 4:22:32 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil",""
"2017/07/04 4:24:56 PM GMT-3","Algoritmos y Programación 3 - Fontela","Bueno","Sí","Muy Interesantes","Sí","Buenas","Malas","Facil","Dificil",""
"2017/07/04 4:25:50 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Regulares","Normal","Normal",""
"2017/07/04 4:57:07 PM GMT-3","Taller de Programación 1 - Veiga","Malo","Sí","Interesantes","Sí","No hay clases teóricas","Malas","Normal","Dificil","Lo malo de este curso es directamente PABLO ROCA, de los demás no tengo nada mas que decir que resultaron muy buenos en especial Martín DiPaola.

Pablo Roca, siendo JTP de esta materia desapareció en todo lo que fue las iteraciones del TP final, despues cuando le preguntas algo no hace otra cosa que tirarte mierd* sobre lo que hiciste (""Si esto está así la semana que viene, nos vemos el otro cuatrimestre"") y fruta sobre una solución posible. Porque claro, no tiene idea de lo que hicimos si falto todas las entregas semanales y el seguimiento se hace imposible.

Como JTP me parece un irresponsable, y escuche que no es la primera vez que hace esto de desaparecer. No me parece que esté a la altura de estar a cargo del curso. Y por lo que vi tampoco le da el mérito.

Aclaración: cuando digo que la dificultad de los tps fue alta. No lo digo como algo malo, solo que costó, pero se pudo."
"2017/07/04 5:37:35 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
"2017/07/04 5:54:48 PM GMT-3","Algoritmos y Programación 2 (Electrónica) - Calvo","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Excelentes","Normal","Normal",""
"2017/07/04 6:34:23 PM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Regular","Sí","Poco Interesantes","Sí","No hay clases teóricas","No Hay Clases Prácticas","Muy Dificil","Muy dificil",""
"2017/07/04 7:25:41 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Kuhn","Bueno","Sí","Interesantes","Sí","Regulares","Muy Buenas","Normal","Dificil",""
"2017/07/04 9:18:22 PM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Muy dificil",""
"2017/07/04 9:47:37 PM GMT-3","Introducción a los Sistemas Distribuidos - Bernardez","Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Dificil","Dificil","En líneas generales el curso es bueno o muy bueno. Las teóricas son un poco pesadas pero se entiende por todos los temas que intenta abarcar. Tal vez los tps deberían ser un poco más cortos o abarcar más temas prácticos. El límite de tiempo del tp me parece que no tiene sentido. Si bien ocupa muchísimo tiempo todos queríamos aprender de redes y realmente lo hicimos a distintos niveles."
"2017/07/04 10:01:29 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Normal","Es un buen curso. Capaz las correcciones de los tps son un poco pesadas, pero a la larga suelen tener sentido."
"2017/07/04 10:15:41 PM GMT-3","Análisis Numérico - Schwarz","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/07/04 11:14:33 PM GMT-3","Introducción a los Sistemas Distribuidos - Bernardez","Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Dificil","No estoy de acuerdo con los TP hechos a mano, ni con los plazos de entrega."
"2017/07/04 11:35:25 PM GMT-3","Algoritmos y Programación 4 - Guarna","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Fácil",""
"2017/07/05 2:27:14 AM GMT-3","Sistemas Distribuidos - Mendez","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/07/05 9:15:29 AM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil","Es un curso muy exigente, pero donde aprendí un montón. Y al momento de rendir el parcial no tuve que estudiar, sino repasar las cosas que Martín había dado en clase. Y es para destacar la buena disposición de los docentes, a pesar de que eramos un montón Martin y Fede siempre se tomaron el tiempo para aclararnos las dudas"
"2017/07/05 10:19:24 AM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Dificil",""
"2017/07/05 10:35:43 AM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","No","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Muy dificil",""
"2017/07/05 10:37:03 AM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","No","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Normal",""
"2017/07/05 10:48:35 AM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Muy dificil",""
"2017/07/05 10:53:34 AM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Muy dificil",""
"2017/07/05 10:53:55 AM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Muy dificil",""
"2017/07/05 10:54:24 AM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Muy dificil",""
"2017/07/05 10:54:36 AM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Muy dificil",""
"2017/07/05 10:55:04 AM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Muy dificil",""
"2017/07/05 10:55:47 AM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Muy dificil",""
"2017/07/05 10:55:58 AM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Muy dificil",""
"2017/07/05 10:56:04 AM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Muy dificil",""
"2017/07/05 10:56:34 AM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Muy dificil",""
"2017/07/05 10:57:09 AM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Muy dificil",""
"2017/07/05 10:57:56 AM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Muy dificil",""
"2017/07/05 1:35:58 PM GMT-3","Taller de Programación 1 - Veiga","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Normal",""
"2017/07/05 1:43:56 PM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil","Se aprende mucho en este curso. Me hubiera gustado un apunte de lo que son buenas practicas de programación o algo asi. Igualmente lo recomendaria"
"2017/07/05 2:01:14 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Regulares","Muy Buenas","Dificil","Dificil",""
"2017/07/05 3:19:58 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Kuhn","Bueno","Sí","Muy Interesantes","Sí","Malas","Excelentes","Dificil","Dificil","Las clases teóricas con Kuhn son un desastre. Nuestras clases empezaban una hora y media más tarde de lo pactado y terminaban, a veces, una hora antes. En lo poco que daba de clase, lograba confundirme más de lo que me enseñaba. En este curso se supone que se enseña el lenguaje C, pero ella en las clases a veces usaba fragmentos de código de otros lenguajes. Realmente era una pérdida de tiempo asistir a las teóricas de este curso.

Las prácticas jugaron un papel tanto de teóricas como de prácticas, porque siempre debían volver a explicar lo que se ""explicó"" en la teoría. Los docentes son muy claros y muy pacientes para explicar. Patricio Moreno se mostró siempre muy dispuesto a ayudarnos, incluso fuera del horario de clase (en muchas oportunidades), lo que habla muy bien de él como docente y como persona.

Para resumir, el nivel de exigencia de las prácticas es alto, pero no sería así si estuviesen acompañadas de una buena teórica. Es sólo por las prácticas que terminé disfrutando la cursada y aprendiendo. "
"2017/07/05 4:21:06 PM GMT-3","Algoritmos y Programación 1 - Guarna","Muy Bueno","Sí","Interesantes","No","Buenas","Muy Buenas","Normal","Normal",""
"2017/07/05 4:54:42 PM GMT-3","Algoritmos y Programación 1 - Guarna","Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Normal","Dificil",""
"2017/07/05 5:10:14 PM GMT-3","Algoritmos y Programación 1 - Guarna","Muy Bueno","Sí","Interesantes","No","Muy Buenas","Muy Buenas","Facil","Normal",""
"2017/07/05 7:17:05 PM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2017/07/05 7:45:47 PM GMT-3","Computación-Lage","Malo","Sí","Interesantes","No","Malas","Muy Buenas","Facil","Dificil","Comunicacion nula entre profesores, mala organizacion. Lage es impresentable"
"2017/07/05 8:19:48 PM GMT-3","Algoritmos y Programación 1 - Guarna","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Muy buen curso, todos los profesores de la cátedra tienen experiencia en los temas que dan y siempre los acompañan con ejemplos ya sea con computadora y proyector o escritos, lo que ayuda mucho en la comprensión de los temas.
También responden cualquier pregunta ya sea en clase o por via mail, lo que es muy bueno."
"2017/07/05 9:10:11 PM GMT-3","Algoritmos y Programación 1 - Guarna","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal",""
"2017/07/05 9:18:52 PM GMT-3","Organización del Computador - Benitez","Muy Bueno","Sí","Interesantes","No","Buenas","Buenas","Normal","Dificil","podrían actualizarse, trabajar con ARM tal vez sería una buena aproximación o intel x64 (poco material en internet sobre intel x86)
el TP es un poco largo, pero no complicado de hacer si se le dedica un poco 
por ahí se le da demasiada importancia a sistemas de numeración (algo que definitivamente se te va a olvidar rápido y usarás poco)
queda después medio a presión los lenguajes que se usan en los TP, pasándolos muy encima de las entregas
buena disposición sí de parte de los docentes y ayudantes"
"2017/07/05 10:21:13 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Facil","Normal",""
"2017/07/05 11:11:59 PM GMT-3","Taller de Programación 1 - Veiga","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Regulares","Dificil","Dificil","Aclaro: Martin Di Paola es muy bueno. Pablo Roca sabe pero transmite bastante mal. Dieron buenas teóricas, pero para ser una materia enfocada a trabajos prácticos, me parece que pueden mejorar el acompañamiento con los tps.
PS: la clase de GTK consistió en mostrarnos que en el Sercom hay ejemplos de gtk. Bastante al pedo."
"2017/07/06 7:44:40 AM GMT-3","Computación-Jimenez Rey","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil","Excelente Docente"
"2017/07/06 8:24:46 AM GMT-3","Técnicas de Diseño - Pantaleo","Malo","Sí","Muy Interesantes","Sí","Malas","Malas","Muy Facil","No hay TP","Es una materia básica para un informático y está muyyyy muyyyy mal dada"
"2017/07/06 8:41:31 AM GMT-3","Computación-Jimenez Rey","Excelente","Sí","Interesantes","No","Muy Buenas","Excelentes","Dificil","Dificil",""
"2017/07/06 9:34:44 AM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
"2017/07/06 10:02:51 AM GMT-3","Computación-Jimenez Rey","Muy Bueno","No","Poco Interesantes","Sí","Muy Buenas","No Hay Clases Prácticas","Dificil","Muy dificil",""
"2017/07/06 11:34:58 AM GMT-3","Arquitectura de Software - Diez/Calonico","Bueno","Sí","Muy Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal","Las teoricas de calonico fueron muy buenas, se complementan con la práctica de guillermo. Estaría bueno que las clases prácticas sean menos de leer definiciones de libro."
"2017/07/06 11:41:20 AM GMT-3","Algoritmos y Programación1 - Azcurra","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal",""
"2017/07/06 11:49:40 AM GMT-3","Sistemas Automáticos de Diagnóstico y Detección de Fallas 1 - Merlino","Bueno","Sí","Interesantes","Sí","Regulares","No Hay Clases Prácticas","Facil","Normal",""
"2017/07/06 11:50:49 AM GMT-3","Manufactura Integrada por Computadora 1 - Ierache","Malo","Sí","Nada Interesantes","Sí","Regulares","Malas","Muy Facil","Muy Fácil","Lo unico interesantes el tp de investigacion de industrias 4.0
Ochoa es la peor profesora que tuve en la carrera."
"2017/07/06 12:22:04 PM GMT-3","Sistemas Automáticos de Diagnóstico y Detección de Fallas 1 - Merlino","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Facil","Fácil",""
"2017/07/06 12:46:19 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","No","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil","DEBERÍAN EVALUAR LOS CORRECTORES QUE ASIGNAN(que son alumnos un poquito avanzandos en la carrera) ya que no puede ser que yo haya aprobado 4 parciales, los tps corregidos con nota numérica, y casi todos los otros tps que admiten nota conceptual y que por una sola correctora que es una ESTUDIANTE que se llama CONSTANZA GONZALEZ (en total tuve 3 correctores) que se fue ""de viaje"" me deje clavada con 2 tps que solo admiten nota conceptual y que por culpa de eso esté a riesgo de NO APROBAR LA CURSADA, ya que se desentendió completamente de las correcciones que me tenía que hacer, no me contestó ningún solo correo, y me dejó con REENTREGAS PENDIENTES CASI A FIN DE CURSADA complicándome con los recuperatorios y trabajos prácticos más importantes !!.Si no fuera por eso la cátedra estaría 10 puntos.ES INJUSTO"
"2017/07/06 1:45:36 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Dificil",""
"2017/07/06 1:48:57 PM GMT-3","Computación-Jimenez Rey","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Fácil",""
"2017/07/06 1:55:43 PM GMT-3","Algoritmos y Programación 1 (Electrónica) - Kuhn","Bueno","Sí","Poco Interesantes","Sí","Malas","Muy Buenas","Normal","Dificil",""
"2017/07/06 4:28:43 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Muy Facil","Fácil",""
"2017/07/06 8:01:58 PM GMT-3","Inteligencia Artificial - Cabrera","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Fácil",""
"2017/07/06 8:53:07 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Dificil",""
"2017/07/06 9:19:45 PM GMT-3","Algoritmos y Programación 3 - Fontela","Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Dificil","Estaría bueno si se pudieran reducir los tiempos de corrección de parcial/TPs."
"2017/07/06 11:27:53 PM GMT-3","Computación-Jimenez Rey","Malo","No","Nada Interesantes","No","Regulares","Regulares","Dificil","Dificil",""
"2017/07/07 1:09:09 AM GMT-3","Base de Datos - Beiro","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal","Mi critica a las clases prácticas es principalmente en las clases ""talleres"". Creo que se dan un poco en de-sincronía con los temas de las teóricas. Los minutos de consulta al principio de las prácticas eran tiempo muerto si no tenías consultas. Tal vez podría hacerse que las consultas que surgen sean expuestas al resto de la clase. En fin, la materia me pareció que estaba bien dada y las diapositivas expuestas para el estudio son muy buenas y se aprecian."
"2017/07/07 2:39:23 AM GMT-3","Base de Datos - Beiro","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Dificil","Normal",""
"2017/07/07 8:35:50 AM GMT-3","Base de Datos - Beiro","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Normal","Las teóricas son excelentes, están muy bien preparadas y el docente a cargo sabe mucho del tema.

Los profesores de la práctica tienen muy buena predisposición a la hora de las consultas. "
"2017/07/07 8:36:49 AM GMT-3","Inteligencia Artificial - Cabrera","Regular","Sí","Interesantes","No","Buenas","No Hay Clases Prácticas","Muy Facil","Muy Fácil",""
"2017/07/07 8:41:06 AM GMT-3","Técnicas de Diseño - Pantaleo","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","No hay TP","Las teóricas son muy cortas, podrían aprovecharse mejor.

Se resuelven pocos ejercicios en la práctica.

Debería haber algún TP."
"2017/07/07 9:43:49 AM GMT-3","Técnicas de Programación Concurrente - Echeverría","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal","Estaría bueno tener mas conexión entre la teórica y la práctica.
Además, si bien está bueno saber de concurrencia desde lo más básico, para aplicarlo en el día a día, fuera de lo que es el lenguaje C/C++ (que es lo que se explica en la práctica) uno está bastante limitado.
En la practica se explican los conceptos desde el más bajo nivel, lo cual, como dije, esta bueno, pero hace falta ver algo más de alto nivel para poder usarlo realmente."
"2017/07/07 10:49:39 AM GMT-3","Base de Datos - Beiro","Muy Bueno","Sí","Poco Interesantes","No","Excelentes","Buenas","Dificil","Normal","Pienso que el tema ""Modelo Entidad Relacion"" es necesario, pero no deberia tomar mas de una clase y tampoco deberia entrar en el examen ya que esta siendo evaluado en el TP.
Por otro lado es una lastima que falten temas actuales (si bien vimos NoSQL, fue muy poco) como trabajar con bases de datos cloud como Google BigTable, AWS DynamoDB...
Si bien en la clase practica se vio tanto teoria como ejercicios, creo que falta practica en computadora, no solo en las clases de SQL.
Restringiendo la materia a mis comentarios, la materia esta bien dada y se nota que los profesores saben mucho."
"2017/07/07 11:23:26 AM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","No","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Normal",""
"2017/07/07 11:58:34 AM GMT-3","Algoritmos y Programación 1 (Electrónica) - Cardozo","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Muy dificil",""
"2017/07/07 2:13:19 PM GMT-3","Base de Datos - Beiro","Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal",""
"2017/07/07 2:22:58 PM GMT-3","Base de Datos - Beiro","Bueno","No","Interesantes","Sí","Buenas","Buenas","Muy Dificil","Dificil",""
"2017/07/07 5:22:24 PM GMT-3","Análisis de la Información - Villagra","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
