"Timestamp","Curso","Opinión General Sobre el Curso","¿Aprobó la Cursada?","¿Cómo te Resultaron los Temas de la Materia?","¿Los Temas de la Materia Están Actualizados?","Nivel de las Clases Teóricas del Curso","Nivel de las Clases Prácticas del Curso","Dificultad del Curso","Dificultad del TP","Comentarios Sobre el Curso"
"2017/06/30 1:21:16 PM GMT-3","Sistemas Operativos - Mendez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil","Consume un tiempo importante, dado que son muchos tps y con cierta dificultad (debuguear kernels es un proceso lento y tedioso), pero se aprende una barbaridad, tanto desde el punto de vista teórico como práctico. El curso es excelente y lo recomendaría a cualquiera."
"2017/06/30 1:23:21 PM GMT-3","Análisis Numérico - Schwarz","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2017/06/30 1:25:09 PM GMT-3","Análisis Numérico - Schwarz","Regular","No","Poco Interesantes","Sí","Buenas","Malas","Muy Dificil","Dificil",""
"2017/06/30 1:26:35 PM GMT-3","Análisis Numérico - Schwarz","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Muy dificil",""
"2017/06/30 1:30:59 PM GMT-3","Análisis Numérico - Schwarz","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/06/30 1:32:50 PM GMT-3","Sistemas Operativos - Mendez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil","Mariano, Dato y Ari manejaron muy bien el curso. Le metieron muchísimo empeño, trabajo y dedicación. Está *muy* actualizado el curso; los trabajos prácticos y la bibliografía provista ayuda muchísimo a entender los temas. Si este es el primer cuatrimestre, ¡no me imagino lo que será el siguiente! Mis más sinceras congratulaciones, caballeros."
"2017/06/30 1:33:23 PM GMT-3","Análisis Numérico - Sassano","Regular","Sí","Poco Interesantes","Sí","Regulares","Regulares","Muy Facil","Muy Fácil","Es un curso para llevarse la materia regalada. Los últimos en tomarse en serio la materia son los docentes, a excepción de Andrés Porta que realmente le pone ganas, dedicación, y sus clases se destacan por sobre las de los demás docentes."
"2017/06/30 1:33:49 PM GMT-3","Técnicas de Diseño - Pantaleo","Bueno","Sí","Interesantes","Sí","Buenas","Malas","Dificil","No hay TP",""
"2017/06/30 1:34:21 PM GMT-3","Base de Datos - Beiro","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Normal",""
"2017/06/30 1:34:56 PM GMT-3","Lenguajes Formales - Kuhn","Bueno","Sí","Interesantes","No","Buenas","Buenas","Dificil","Muy dificil",""
"2017/06/30 1:36:35 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Dificil","Las teoricas por Diego son excelentes; ideal para los nuevos en el mundo de la programación. "
"2017/06/30 1:36:39 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
"2017/06/30 1:36:53 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2017/06/30 1:37:09 PM GMT-3","Análisis de la Información - Villagra","Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal","El enfoque que le da Villagra (y su gran cuerpo de ayudantes y colaboradores) hace muy dinámica esta introducción a la ingeniería de software. Lejos esta área de ser lo que más me interese, el acercamiento al tema desde varias posturas y metodologías (y no de «recetas») lo hace mucho más entretenido (cosa no sencilla, ¿a quién le gusta la gestión?) y educativo."
"2017/06/30 1:42:41 PM GMT-3","Programación no Convencional de Robots - Merlino","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/06/30 1:45:35 PM GMT-3","Técnicas de Programación Concurrente - Echeverría","Muy Bueno","Sí","Muy Interesantes","Sí","No hay clases teóricas","Muy Buenas","Normal","Fácil","No fui a ninguna clase teórica. El contenido es muy fácil de entender si se tiene una base previa de concurrencia como la que da Taller I.
La concurrencia que vi en Taller no se solapa casi en nada con la de Concurrentes (Salvo en la parte de sockets)
La práctica es muy buena, pero a mi gusto se queda corta."
"2017/06/30 1:46:01 PM GMT-3","Análisis de la Información - Villagra","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Tuve algunos problemas con correcciones tardías"
"2017/06/30 1:48:00 PM GMT-3","Sistemas Operativos - Mendez","Regular","No","Interesantes","Sí","Malas","Muy Buenas","Dificil","Muy dificil",""
"2017/06/30 1:49:08 PM GMT-3","Análisis Numérico - Schwarz","Excelente","Sí","Interesantes","Sí","Excelentes","Excelentes","Dificil","Fácil","Podría mejorar el orden de las clases teóricas: presentar el tema con su nombre. No arrancar de la nada y terminar diciendo qué se acaba de ver, porque muchas veces no se entienden las demostraciones hasta saber a qué se quiere llegar.

Los tps me parecieron fáciles porque sabía programar de antes, pero el hecho de usar un lenguaje como Python y el paradigma de objetos me pareció excelente.

No me gustó la fecha del último tp, ya que terminó la cursada y seguimos esperando la nota, pero también nos tuvieron mucha consideración con la fecha del parcial (que todos decidimos mover), así que es entendible que se atrasara un poco.

Me gustó mucho la predisposición de Germán para ayudarnos sin importar el día ni la hora, y el grupo de telegram fue una vía de comunicación muy rápida y eficaz.

Creo que ayudaría tener modelos resueltos de parciales y/o finales, pero esto no es una obligación por parte de los docentes, así que está perfecto."
"2017/06/30 1:49:54 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Muy dificil",""
"2017/06/30 1:53:19 PM GMT-3","Sistemas Operativos - Mendez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil","Siendo la primera vez que dan la materia, me pareció excelente. La predisposición de Mariano y Dato ante consultas fue muy buena. Se nota que saben muchísimo de los contenidos ofrecidos. Me llevo muchos conocimientos de los TPs, más allá que me costaron muchisimo (porque tenía una base mala)."
"2017/06/30 1:55:58 PM GMT-3","Análisis Numérico - Schwarz","Bueno","Sí","Poco Interesantes","Sí","Buenas","Muy Buenas","Dificil","Muy dificil",""
"2017/06/30 2:01:55 PM GMT-3","Aplicaciones Informáticas - Ierache","Malo","Sí","Interesantes","Sí","No hay clases teóricas","Malas","Facil","Normal","En la pregunta: Aprobó la cursada? respondí que: ""si"". Puse esa respuesta porque no tenía otra opción. La realidad es que casi toda la cursada no sabe si aprobó o no la materia, una semana después de haber terminado las clases. Este lunes iban a cerrar las notas, ningún profesor fue. Se pasó dicha clase para este jueves (ayer 29/6) y nadie fue.
Por otro lado, estos dos días que ningun profesor asistió, fueron fechas de coloquio. Por lo cual hace una semana que se terminó la cursada y nos quedan 3 fechas de final para rendir (cuando deberían ser 5).
En tanto la cursada, es solamente realizar preguntas sobre TP. El mismo, avanza dependiendo de quien corrija. Si una semana corrige un profesor, las cosas a realizar son totalmente distintas si lo corrige otro. La cátedra no sigue una consistencia sobre las cosas que se requieren (o como hacerlas) para el TP.
Tengo la experiencia personal, que dos compañeros hna dejado la cursada simplemente por el motivo que el ayudante no se presentaba y cuando se presentó, vía mail, les dijo que casi todo el TP estaba mal (a mitad de curso), cuando lo venía realizando en base a las recomendaciones de los profesores que asistían semana a semana a clases.
Espero que esta crítica se tome como constructiva para que próximos cuatrimestres otros alumnos no tengan todos los inconvenientes que tuvimos nosotros en el corriente. La idea del TP de la cátedra me parece positiva."
"2017/06/30 2:02:38 PM GMT-3","Simulación - Cadoche","Bueno","No","Interesantes","Sí","Regulares","Muy Buenas","Dificil","Fácil",""
"2017/06/30 2:09:06 PM GMT-3","Base de Datos - Beiro","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","Muy buena predisposición por parte de todos los docentes"
"2017/06/30 2:13:31 PM GMT-3","Base de Datos - Beiro","Muy Bueno","Sí","Interesantes","Sí","Excelentes","Buenas","Normal","Dificil",""
"2017/06/30 2:17:36 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Regulares","Muy Dificil","Fácil","Más Argerich, menos ayudantes! Y mayor presión en empezar los tps, se cuelga mucho.. quizas entregas previas a la final, o algo así"
"2017/06/30 2:18:16 PM GMT-3","Lenguajes Formales - Kuhn","Bueno","Sí","Interesantes","No","Muy Buenas","Buenas","Normal","Normal","Se podrían introducir lenguajes más modernos como clojure pero el resto está bien
"
"2017/06/30 2:19:38 PM GMT-3","Análisis de la Información - Villagra","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Normal",""
"2017/06/30 2:28:11 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil","Las guías me parecen innecesarias. Te enseñan a resolver guías no a aprender realmente sobre el tema."
"2017/06/30 2:35:27 PM GMT-3","Taller de Programación 2 - Veiga","Bueno","Sí","Interesantes","Sí","Regulares","No Hay Clases Prácticas","Normal","Dificil",""
"2017/06/30 2:36:37 PM GMT-3","Análisis de la Información - Villagra","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2017/06/30 2:37:21 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/06/30 2:41:05 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Interesantes","Sí","Buenas","Excelentes","Normal","Normal","Muy buena predisposición de los profesores y ayudantes."
"2017/06/30 2:42:02 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Interesantes","Sí","Excelentes","Excelentes","Dificil","Normal","Excelente curso se lo recomendaría a cualquiera que le toque cursar esta materia."
"2017/06/30 2:43:03 PM GMT-3","Análisis Numérico - Schwarz","Muy Bueno","Sí","Poco Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil","Tanto Rodolfo como Germán, le ponen toda la onda para que aprendas, te interesen los temas y a que utilices la programación para la vida diaria y que no nos quedemos solamente con los métodos aprendidos. Además implemetaron un metodo de comunicación directa via Telegram que hizo más fluida la comunicación docente-alumno y contestaban dudas todo el tiempo."
"2017/06/30 2:43:12 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Interesantes","Sí","Buenas","Excelentes","Normal","Normal",""
"2017/06/30 2:47:18 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Dificil","Es uno de los mejores cursos que tuve en la facultad. Lejos el más actualizado (con cosas incluso que salieron a la luz días previos a las clases) y se ven cosas muy interesantes y se las aplica en un tp basado en una competencia de data science real. Las teóricas fueron sin duda las mejores. Las prácticas variaban según el profesor.

Luis da clases excelentes. Natalia, Martín y Victor dan muy buenas clases también. Damián no.

El TP consume mucho tiempo y es algo a tener en cuenta para las otras materias a cursarse ese cuatrimestre. Este cuatrimestre mejoró mucho el trabajo práctico porque la primera etapa es de exploración (que se vio muy detalladamente en clase) y la parte de generar modelos de predicción fue más hacia el final, cuando ya se empieza a ver machine learning en las clases. Igual me parece que le falta un poco de algo a la segunda parte. Algunos tips para investigar sobre machine learning por ejemplo. 

Salvo ese detalle, el curso es excelente y tiene un apunte del curso muy bueno para complementar las clases."
"2017/06/30 2:49:33 PM GMT-3","Organización de Datos - Argerich","Excelente","No","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Normal","Muy buen curso!"
"2017/06/30 2:53:05 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Dificil","Mejor materia de la carrera por escandalo"
"2017/06/30 2:55:36 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2017/06/30 2:55:58 PM GMT-3","Técnicas de Programación Concurrente - Echeverría","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal","No asistí a las prácticas, se puede estudiar todo del material que suben al campus. No hubo muchas clases teóricas pero la profesora enviaba material (papers, apuntes, etc.) para compensar y actividades para hacer. TPs y parcial normales."
"2017/06/30 3:05:43 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Wachenchauzer","Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/06/30 3:06:05 PM GMT-3","Taller de Programación 2 - Veiga","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Dificil",""
"2017/06/30 3:06:29 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2017/06/30 3:06:36 PM GMT-3","Inteligencia Artificial - Cabrera","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Facil","Fácil",""
"2017/06/30 3:06:57 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Normal",""
"2017/06/30 3:09:05 PM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Muy Bueno","Sí","Muy Interesantes","Sí","No hay clases teóricas","Muy Buenas","Dificil","Dificil",""
"2017/06/30 3:12:22 PM GMT-3","Arquitectura de Software - Diez/Calonico","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Normal","Muy actualizados la mayoría de los temas. Muy buena predisposición de ambos docentes. Optativa altamente recomendable"
"2017/06/30 3:12:58 PM GMT-3","Análisis Numérico - Tarela","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2017/06/30 3:13:33 PM GMT-3","Organización del Computador - Benitez","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/06/30 3:14:04 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Buenas","Excelentes","Normal","Normal",""
"2017/06/30 3:14:49 PM GMT-3","Análisis Numérico - Schwarz","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Muy Fácil",""
"2017/06/30 3:14:56 PM GMT-3","Computación-Lage","Regular","Sí","Poco Interesantes","Sí","Regulares","Buenas","Normal","Normal",""
"2017/06/30 3:15:12 PM GMT-3","Organización de Datos - Argerich","Excelente","No","Interesantes","Sí","Excelentes","Buenas","Dificil","Dificil",""
"2017/06/30 3:15:20 PM GMT-3","Análisis de la Información - Villagra","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/06/30 3:15:38 PM GMT-3","Organización del Computador - Benitez","Muy Bueno","No","Poco Interesantes","No","Buenas","Buenas","Dificil","Dificil",""
"2017/06/30 3:18:59 PM GMT-3","Técnicas de Programación Concurrente - Echeverría","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Dificil",""
"2017/06/30 3:20:36 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Wachenchauzer","Muy Bueno","No","Muy Interesantes","Sí","Buenas","Buenas","Dificil","Dificil",""
"2017/06/30 3:21:04 PM GMT-3","Teoría de la Comunicación - Caram","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Normal",""
"2017/06/30 3:21:36 PM GMT-3","Seminario de Ingeniería Informática 1 - Cosso","Muy Bueno","No","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/06/30 3:23:13 PM GMT-3","Técnicas de Diseño - Pantaleo","Bueno","Sí","Interesantes","Sí","Regulares","Regulares","Normal","No hay TP",""
"2017/06/30 3:24:00 PM GMT-3","Análisis Numérico - Rodriguez","Malo","Sí","Interesantes","No","Buenas","Malas","Dificil","Normal","La Práctica es impresentable "
"2017/06/30 3:24:13 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Normal",""
"2017/06/30 3:24:55 PM GMT-3","Taller de Programación 1 - Veiga","Bueno","No","Interesantes","Sí","Buenas","Muy Buenas","Muy Dificil","Muy dificil",""
"2017/06/30 3:25:36 PM GMT-3","Análisis Numérico - Sassano","Bueno","Sí","Nada Interesantes","Sí","Regulares","Buenas","Facil","Muy Fácil",""
"2017/06/30 3:26:26 PM GMT-3","Algoritmos y Programación 3 - Fontela","Malo","Sí","Interesantes","Sí","Malas","Regulares","Normal","Dificil",""
"2017/06/30 3:27:31 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Facil","Normal",""
"2017/06/30 3:28:05 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2017/06/30 3:28:54 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Muy Buenas","Dificil","Dificil",""
"2017/06/30 3:32:58 PM GMT-3","Análisis de la Información - Villagra","Bueno","Sí","Poco Interesantes","Sí","No hay clases teóricas","Buenas","Normal","Normal","La materia está muy bien dada y los docentes se ve que les gusta hacer lo que hacen, pero los temas me parecieron muy aburridos y la corrección del tp fue muy mala. De las 5 entregas solo nos dieron feedback en 2."
"2017/06/30 3:33:45 PM GMT-3","Análisis Numérico - Sassano","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Muy Facil","Muy Fácil",""
"2017/06/30 3:34:09 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Excelentes","Normal","Dificil","En general muy bueno, lo mejor, la practica"
"2017/06/30 3:37:00 PM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Bueno","Sí","Interesantes","Sí","No hay clases teóricas","No Hay Clases Prácticas","Dificil","Dificil",""
"2017/06/30 3:37:01 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","No","Interesantes","Sí","Buenas","Excelentes","Normal","Dificil",""
"2017/06/30 3:37:50 PM GMT-3","Administración y Control de Proyectos Informáticos 2 - Gabardini","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Muy Facil","No hay TP",""
"2017/06/30 3:40:16 PM GMT-3","Algoritmos y Programación 3 - Fontela","Bueno","Sí","Interesantes","Sí","Regulares","Malas","Facil","Normal",""
"2017/06/30 3:42:05 PM GMT-3","Taller de Programación 2 - Veiga","Bueno","Sí","Interesantes","Sí","Regulares","Regulares","Normal","Normal",""
"2017/06/30 3:43:04 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2017/06/30 3:49:07 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Normal",""
"2017/06/30 3:50:19 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2017/06/30 3:52:01 PM GMT-3","Análisis Numérico - Tarela","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2017/06/30 3:52:40 PM GMT-3","Análisis de la Información - Villagra","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","Muy buena modalidad de cursada y aprobación sumado a temas de incumbencia de la carrera. Muy buenos docentes con gran predisposición"
"2017/06/30 3:52:52 PM GMT-3","Análisis Numérico - Griggio","Bueno","Sí","Poco Interesantes","Sí","Regulares","Buenas","Facil","Fácil",""
"2017/06/30 3:53:12 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Buenas","Excelentes","Normal","Normal","Clases muy buenas y divertidas!"
"2017/06/30 3:54:46 PM GMT-3","Aplicaciones Informáticas - Ierache","Regular","Sí","Poco Interesantes","No","No hay clases teóricas","No Hay Clases Prácticas","Muy Facil","Normal","Me pareció muy malo el trato de los docentes hacía los alumnos.
Mi grupo de trabajo jamás recibió una respuesta a los mails que enviamos pidiendo feedback de los avances presentados.
"
"2017/06/30 3:56:13 PM GMT-3","Análisis Numérico - Tarela","Excelente","Sí","Poco Interesantes","Sí","Excelentes","Muy Buenas","Normal","Dificil","Es una cátedra en la que realmente se aprende numérico y se puede aprobar siguiendo las clases teóricas/prácticas. Muy recomendable"
"2017/06/30 3:57:08 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Normal",""
"2017/06/30 3:59:34 PM GMT-3","Análisis Numérico - Schwarz","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Muy dificil",""
"2017/06/30 4:01:32 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Buenas","Dificil","Dificil",""
"2017/06/30 4:09:28 PM GMT-3","Simulación - Cadoche","Bueno","Sí","Poco Interesantes","No","Buenas","Muy Buenas","Normal","Normal","Pese a que se ve un lenguaje de los 70, no sé hasta qué punto está desactualizada la materia. Pero el hecho de tener esta duda es una crítica a la materia en sí mismo. Termina siendo más un curso de GPSS que una materia de simulación; me fui sabiendo más de GPSS que del estado del arte en simulación (o en cualquier caso de una base general). No es una materia para salir satisfecho de lo aprendido"
"2017/06/30 4:43:23 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","No","Interesantes","No","Regulares","Excelentes","Normal","Normal",""
"2017/06/30 4:44:37 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","No","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Dificil","Mejorar la explicacion de los tps. El resto excelente"
"2017/06/30 4:45:53 PM GMT-3","Inteligencia Artificial - Cabrera","Malo","Sí","Poco Interesantes","No","Regulares","No Hay Clases Prácticas","Muy Facil","Muy Fácil","Un desastre por donde se lo mire
Las clases teoricas solo dieron contenido de sistemas expertos y de manera muy estructurada, despues, los demas temas (redes neuronales, logica difusa, etc) apenas se los nombro
La practica, inexistente, la idea era ensenar prolog y el contenido que se dio fue minimo, nunca mas de 10 lineas elementales y si no fuera por un ejercicio del parcial (que se resolvia en menos de 5 lineas) podria sacarse por completo
El tp no tiene absolutamente nada de inteligencia artificial, fue hacer una encuesta y armar un arbol de decision con los resultados, para despues sacar alguna conclusion acerca del tema que encuestamos. Lo unico que tuvo de inteligencia artificial fue que nos exigieron usar el software weka para armar el arbol, sacando eso, no es diferente de cualquier encuesta comun y corriente que arma cualquier persona sin conocimiento informatico y que analiza con cualquier herramienta
Es muy obvio que esta materia esta asi porque la abandonaron completamente hace muchos años o nunca se quiso armar nada decente. Me parece increible que pase esto con Inteligencia artificial cuando los temas de esta materia estan revolucionando no solo la informatica, si no todo lugar donde se puede meter software y mas todavia. Creo que hoy en dia es inaceptable que cualquier persona que trabaje con codigo, y aspire a ser algo mas que un programador mediocre, no tenga un minimo conocimiento de estos temas, y hacer esta materia no solo no le da ninguna herramienta para estos temas, si no que le consumio tiempo que pudo haber usado en adquirirlas"
"2017/06/30 5:02:04 PM GMT-3","Arquitectura de Software - Diez/Calonico","Muy Bueno","Sí","Interesantes","Sí","No hay clases teóricas","Muy Buenas","Normal","Normal","Diez dio solo una teórica y luego no pudo asistir más a clase (se tomó licencia). Calónico se hizo cargo de las teóricas hacia el final del curso. Dio algunas clases sobra SOA que me parecieron muy buenas. La presentación y las diapositivas fueron buenas y las acompaño con una buena explicación. Además dio ejemplos de situaciones actuales (de hecho de una semana a otra de clases hubo novedades sobre el ejemplo dado)."
"2017/06/30 5:04:50 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Dificil",""
"2017/06/30 5:06:07 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Dificil","Excelente grupo de docentes, muy comprometidos con su trabajo."
"2017/06/30 5:06:39 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Muy Facil","Fácil",""
"2017/06/30 5:08:40 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Normal",""
"2017/06/30 5:10:15 PM GMT-3","Análisis Numérico - Sassano","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2017/06/30 5:18:41 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil",""
"2017/06/30 5:25:33 PM GMT-3","Algoritmos y Programación 1 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal",""
"2017/06/30 5:37:05 PM GMT-3","Análisis Numérico - Tarela","Bueno","Sí","Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal",""
"2017/06/30 5:48:00 PM GMT-3","Algoritmos y Programación 4 - Guarna","Bueno","Sí","Poco Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2017/06/30 5:48:59 PM GMT-3","Lenguajes Formales - Kuhn","Bueno","Sí","Interesantes","No","Buenas","Buenas","Facil","Normal","No asistí a las clases prácticas.
Lo que tiene de bueno el curso es que sirve como introducción al paradigma funcional, pero no se ven los conceptos de una manera teórica. El curso se basa en ver en detalle la sintaxis de 4 lenguajes (si se considera Lambda un lenguaje) y luego en el examen resolver algún ejercicio rebuscado usando cada uno de estos lenguajes.
No siento que haya aprendido sobre lenguajes funcionales, sino que siento que aprendí solamente sobre la sintaxis de estos lenguajes que menciono. Estaría bueno además, ver en el curso algún lenguaje mas utilizado (por ejemplo, Haskell en lugar de FP y APL) pero como herramienta, no como objetivo, y centrarse en los conceptos teoricos de la programacion funcional.
Como mencioné, no asistí a las clases practicas, pero en los examenes y correccion de los mismos, los docentes de la practica parecian tener conocimientos muy acotados. Cada uno se limitaba a corregir un ejercicio de cada parcial (dos ejercicios por parcial), y si querías preguntarle algo del otro ejercicio, no sabían responder con certeza."
"2017/06/30 5:56:27 PM GMT-3","Organización del Computador - Benitez","Regular","No","Interesantes","Sí","Regulares","Regulares","Normal","Normal","La materia es muy interesante y los docentes se ve que saben de lo que hablan pero tienen 0 didáctica, las clases aburridísimas de principio a fin al punto que dejé de ir (costándome la cursada), básicamente se reducen a leer una ppt o a desarrollar un ejercicio que si se desvía alguien propone algo distinto a la solución de ellos simplemente es descartado."
"2017/06/30 6:07:00 PM GMT-3","Sistemas Operativos - Mendez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Dificil","Excelente, todo muy bien dado, aún con todas las dificultades en su contra (primera vez que el curso se dictaba y falta de tiempo por muchos feriados)"
"2017/06/30 6:09:37 PM GMT-3","Algoritmos y Programación 3 - Suarez","Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Normal","Dificil","Desorganizado, pero.. ¿que se puede esperar de una materia del departamento de computacion? Siendo informatico admito que es el peor departamento que existe"
"2017/06/30 6:12:35 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Normal","El curso es excelente. Les encanta enseñar y saben mucho."
